temperature,top_p,frequency_penalty,presence_penalty,run,vraag_ai,beleidstekst
0.2,0.85,1.0,0.5,0,"Voordat we beginnen met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**, wil ik graag enkele basisgegevens van je school verzamelen om het beleid zo persoonlijk mogelijk te maken. 

- Wat is de naam van de school?
- Waar is de school gevestigd?
- Welk type onderwijs biedt de school aan (bijvoorbeeld basisonderwijs, voortgezet onderwijs)?

Zodra ik deze informatie heb, kunnen we verdergaan met het beantwoorden van de vragen in Hoofdstuk 1. Is dit correct? Ja/Nee","Bedankt voor je input. Laten we nu de antwoorden puntsgewijs structureren voor **1.1 Aanleiding**:

- **Directe aanleiding**: Vernieuwing van het leermiddelenbeleid vanwege evaluatie van het huidige beleid, met name de balans tussen digitaal en papier.
- **Externe factoren**: Nieuwe landelijke richtlijnen en aanbestedingsplicht.
- **Interne doelen**: Meer regie op keuze en digitalisering, kostenbeheersing, gebruiksvriendelijkheid.

Hier is een concepttekst gebaseerd op jouw antwoorden:

---

### 1.1 Aanleiding

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de recente evaluatie van ons huidige beleid. Hierbij kwam naar voren dat er behoefte is aan een betere balans tussen digitale en papieren leermiddelen om effectiever in te spelen op onze onderwijsdoelen. Daarnaast zijn er nieuwe landelijke richtlijnen geïntroduceerd die vragen om aanpassing binnen ons beleid, evenals een verplichte aanbestedingsprocedure die invloed heeft op onze keuzes.

Intern streven we naar meer controle over de selectieprocessen rondom leermiddelen, waarbij digitalisering centraal staat als middel om zowel kosten te beheersen als gebruiksvriendelijkheid te verhogen."
0.2,0.85,1.0,0.5,1,"Voordat we beginnen met het beantwoorden van de vragen, wil ik graag bevestigen of je al relevante documenten bij de hand hebt, zoals een koersplan, ICT-beleid of jaarplan. Deze kunnen helpen om het beleid persoonlijker en relevanter te maken. Ook zou ik graag willen weten welke schoolnaam, locatie en type onderwijs van toepassing zijn voor dit leermiddelenbeleid. Dit helpt ons om een specifiek en passend document op te stellen.

Zodra we deze informatie hebben bevestigd, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding**:

**1.1 Aanleiding**
- Wat is de directe aanleiding voor het opstellen van een (nieuw) leermiddelenbeleid? Bijvoorbeeld strategische doelen, evaluatie huidige middelen, opbrengsten (interne factoren).
- Zijn er wettelijke of aanbestedingseisen die om een (vernieuwd) leermiddelenbeleid vragen? Bijvoorbeeld aanbestedingsplicht, nieuwe onderwijstrends of veranderd curriculum (externe factoren).

Graag ontvang ik je antwoorden puntsgewijs!","Bedankt voor je antwoorden. Hier is een concepttekst voor **1.1 Aanleiding** op basis van de door jou verstrekte informatie:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de recente evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte bestaat aan een herziening om beter in te spelen op onze interne doelen, zoals meer regie over keuzes en digitalisering, kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die dit proces noodzakelijk maken: nieuwe landelijke richtlijnen vereisen aanpassingen in ons beleid om te voldoen aan actuele eisen en verwachtingen binnen het onderwijsveld. Bovendien moeten we rekening houden met aanbestedingsplichtige procedures die invloed hebben op hoe wij onze leermiddelen selecteren en aanschaffen.

Met deze herziening streven we naar een toekomstbestendig leermiddelenbeleid dat zowel intern als extern aansluit bij onze strategische doelen.

---

Ben je tevreden met deze tekst? Wil je aanpassen? Laat me weten of ik verder kan gaan naar 1.2 Reikwijdte!"
0.2,0.85,1.0,1.0,0,"Voordat we beginnen met het beantwoorden van de vragen, wil ik graag enkele basisgegevens over je school verzamelen om ervoor te zorgen dat het beleid goed aansluit bij jullie situatie. Kun je me vertellen:

- De naam van de school
- De locatie (stad/dorp)
- Het type onderwijs (bijv. basisonderwijs, voortgezet onderwijs)

Is dit correct? Ja/Nee

Zodra deze informatie is bevestigd, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Bedankt voor je input. Hier is een concepttekst voor **1.1 Aanleiding** op basis van jouw antwoorden:

---

### 1.1 Aanleiding

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep wordt genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie over de keuze en digitalisering van onze leermiddelen, evenals aandacht voor kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast spelen externe factoren een belangrijke rol in deze vernieuwing. Nieuwe landelijke richtlijnen vereisen dat we ons beleid aanpassen om te voldoen aan actuele onderwijsstandaarden en wettelijke verplichtingen zoals aanbestedingsplichten.

Door deze interne doelen te combineren met externe eisen, streven we naar een toekomstbestendig leermiddelenbeleid dat zowel voldoet aan wettelijke kaders als aansluit bij onze strategische doelstellingen.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen? Zodra dit akkoord is, kunnen we verdergaan naar **1.2 Reikwijdte**."
0.2,0.85,1.0,1.0,1,"Voordat we beginnen met het beantwoorden van de vragen, wil ik graag enkele basisgegevens over je school verzamelen om ervoor te zorgen dat het leermiddelenbeleid goed aansluit bij jullie situatie. Kun je me vertellen:

- De naam en locatie van de school
- Het type onderwijs dat jullie aanbieden (bijvoorbeeld basisonderwijs, voortgezet onderwijs)

Is dit correct? Ja/Nee

Zodra we deze informatie hebben bevestigd, kunnen we verdergaan met Hoofdstuk 1: Aanleiding, reikwijdte en doel.","Bedankt voor je input. Laten we de antwoorden puntsgewijs structureren:

**1.1 Aanleiding**

- **Directe aanleiding:** Vernieuwing van het leermiddelenbeleid vanwege evaluatie van het huidige beleid, met name gericht op de balans tussen digitaal en papier.
- **Externe factoren:** Nieuwe landelijke richtlijnen en aanbestedingsplicht vereisen een herziening van ons leermiddelenbeleid.
- **Interne doelen:** Meer regie op keuze en digitalisering, kostenbeheersing, en verbetering van gebruiksvriendelijkheid.

Ben je tevreden met deze tekst? Wil je aanpassen? Zodra dit akkoord is, kunnen we doorgaan naar 1.2 Reikwijdte."
0.2,1.0,0.0,0.0,0,"Voordat we beginnen met het beantwoorden van de vragen, wil ik graag een paar basisgegevens van je school verzamelen om het beleid zo goed mogelijk af te stemmen. Kun je me de naam en locatie van je school geven, evenals het type onderwijs dat jullie aanbieden? Zodra ik deze informatie heb, kunnen we verdergaan met het beantwoorden van de vragen in Hoofdstuk 1. 

Is dit correct? Ja/Nee","Bedankt voor je input. Hier is de tekst voor paragraaf 1.1 Aanleiding op basis van jouw antwoorden:

---

**1.1 Aanleiding**

De directe aanleiding voor het opstellen van een vernieuwd leermiddelenbeleid is de evaluatie van het huidige beleid. Hierbij is met name gekeken naar de balans tussen digitale en papieren leermiddelen. Deze evaluatie heeft aangetoond dat er behoefte is aan een herziening om beter aan te sluiten bij de huidige onderwijsbehoeften en technologische mogelijkheden. 

Daarnaast spelen externe factoren een belangrijke rol. Er zijn nieuwe landelijke richtlijnen opgesteld die van invloed zijn op ons leermiddelenbeleid. Bovendien zijn we onderhevig aan aanbestedingsplicht, wat ons dwingt om ons beleid hierop aan te passen.

Intern hebben we strategische doelen gesteld om meer regie te krijgen op de keuze en digitalisering van leermiddelen. Dit omvat ook het beheersen van kosten en het verbeteren van de gebruiksvriendelijkheid van de leermiddelen voor zowel docenten als leerlingen.

---

Ben je tevreden met deze tekst? Wil je aanpassen?"
0.2,1.0,0.0,0.0,1,"Voordat we beginnen met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**, wil ik graag enkele basisgegevens van je school verzamelen om het beleid zo goed mogelijk af te stemmen. Kun je me de volgende informatie geven:

- Naam van de school
- Locatie van de school
- Type onderwijs (bijv. basisonderwijs, voortgezet onderwijs, mbo, etc.)

Zodra ik deze gegevens heb, kunnen we verdergaan met de vragen in **1.1 Aanleiding**.","Dank je voor je input. Laten we nu de antwoorden voor **1.1 Aanleiding** samenvatten in een samenhangend beleidsstuk:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan een herziening om de effectiviteit en efficiëntie van onze leermiddelen te verbeteren. 

Daarnaast zijn er externe factoren die een vernieuwd leermiddelenbeleid noodzakelijk maken. Nieuwe landelijke richtlijnen en de verplichting tot aanbesteding spelen hierbij een belangrijke rol. Deze ontwikkelingen vragen om een herziening van ons beleid om te voldoen aan de wettelijke eisen en om optimaal gebruik te maken van de beschikbare middelen.

Intern hebben we strategische doelen gesteld om meer regie te krijgen op de keuze en digitalisering van leermiddelen. Dit omvat het verbeteren van de kostenbeheersing en het verhogen van de gebruiksvriendelijkheid van de leermiddelen voor zowel docenten als leerlingen. Deze doelen zijn essentieel om de kwaliteit van ons onderwijs te waarborgen en te verbeteren."
0.2,1.0,0.0,0.5,0,"Voordat we beginnen met de inhoudelijke vragen, wil ik graag enkele basisgegevens van je ontvangen om het leermiddelenbeleid zo goed mogelijk af te stemmen op jouw school. Kun je me de naam van de school, de locatie en het type onderwijs geven? Is dit correct? Ja/Nee.","Bedankt voor je input. Laten we de antwoorden puntsgewijs samenvatten:

**1.1 Aanleiding**

- **Directe aanleiding**: Vernieuwing van het leermiddelenbeleid vanwege de evaluatie van het huidige beleid, met name de balans tussen digitaal en papier.
- **Externe factoren**: Nieuwe landelijke richtlijnen en aanbestedingsplicht.
- **Interne doelen**: Meer regie op keuze en digitalisering, kosten, gebruiksvriendelijkheid.

Ben je tevreden met deze tekst? Wil je aanpassen?"
0.2,1.0,0.0,0.5,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag bevestigen of ik de juiste informatie over jouw school heb. Kun je me de naam van de school, de locatie en het type onderwijs geven? Zodra ik deze gegevens heb, kunnen we verder met het opstellen van het leermiddelenbeleid. Is dit correct? Ja/Nee.","Bedankt voor je input. Laten we deze informatie verwerken in een samenhangend beleidsstuk voor paragraaf 1.1.

---

**1.1 Aanleiding**

De directe aanleiding voor het opstellen van een vernieuwd leermiddelenbeleid is de evaluatie van ons huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie op de keuze en digitalisering van leermiddelen, evenals op de kosten en gebruiksvriendelijkheid ervan.

Daarnaast zijn er externe factoren die bijdragen aan de noodzaak voor een vernieuwd beleid. Nieuwe landelijke richtlijnen en de verplichting tot aanbesteding spelen hierbij een belangrijke rol. Deze ontwikkelingen vragen om een herziening van ons beleid om te voldoen aan de wettelijke eisen en om optimaal in te spelen op de veranderende onderwijsomgeving.

Intern hebben we strategische doelen gesteld om meer controle te krijgen over de keuze van leermiddelen en de digitalisering daarvan. Dit sluit aan bij onze ambitie om kosten te beheersen en de gebruiksvriendelijkheid voor zowel docenten als leerlingen te verbeteren.

---

Ben je tevreden met deze tekst? Wil je aanpassen?"
0.2,1.0,0.0,1.0,0,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over je school verzamelen. Dit helpt ons om een persoonlijker en relevanter leermiddelenbeleid op te stellen.

- Wat is de naam van de school?
- Waar is de school gevestigd (plaats)?
- Welk type onderwijs biedt de school aan (bijvoorbeeld basisonderwijs, voortgezet onderwijs)?

Zodra ik deze informatie heb, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Bedankt voor je input. Laten we de antwoorden puntsgewijs structureren:

### Hoofdstuk 1: Aanleiding, reikwijdte en doel

**1.1 Aanleiding**

- **Directe aanleiding**: Vernieuwing van het leermiddelenbeleid is noodzakelijk vanwege de evaluatie van het huidige beleid, met een specifieke focus op de balans tussen digitale en papieren leermiddelen.
- **Externe factoren**: Er zijn nieuwe landelijke richtlijnen en er is sprake van een aanbestedingsplicht die om een vernieuwd leermiddelenbeleid vragen.
- **Interne doelen**: Het beleid moet meer regie bieden op de keuze en digitalisering van leermiddelen, evenals op kostenbeheersing en gebruiksvriendelijkheid.

Ben je tevreden met deze tekst? Wil je aanpassen? Zodra je bevestigt, gaan we verder met de volgende paragraaf."
0.2,1.0,0.0,1.0,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over je school verzamelen. Dit helpt ons om een persoonlijker en relevanter leermiddelenbeleid op te stellen.

- **Naam van de school:**
- **Locatie van de school:**
- **Type onderwijs (bijv. basisonderwijs, voortgezet onderwijs):**

Zodra we deze informatie hebben bevestigd, kunnen we verdergaan met Hoofdstuk 1. Is dit correct? Ja/Nee","Bedankt voor je input. Laten we de antwoorden puntsgewijs structureren:

**1.1 Aanleiding**

- **Directe aanleiding:**  
  - Vernieuwing van het leermiddelenbeleid vanwege evaluatie van het huidige beleid.
  - Specifieke focus op de balans tussen digitale en papieren leermiddelen.

- **Externe factoren:**  
  - Nieuwe landelijke richtlijnen die invloed hebben op het leermiddelenbeleid.
  - Aanbestedingsplicht die een vernieuwd beleid noodzakelijk maakt.

- **Interne doelen:**  
  - Meer regie op de keuze en digitalisering van leermiddelen.
  - Kostenbeheersing en verbetering van gebruiksvriendelijkheid.

Hier is de samenhangende tekst voor deze paragraaf:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de recente evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan een meer gestructureerde aanpak om de effectiviteit en efficiëntie van onze leermiddelen te verbeteren. Extern worden we gedreven door nieuwe landelijke"
0.2,1.0,0.5,0.0,0,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over de school verzamelen om het beleid zo goed mogelijk af te stemmen. 

- Wat is de naam van de school?
- Waar is de school gevestigd (plaats)?
- Welk type onderwijs biedt de school aan (bijvoorbeeld basisonderwijs, voortgezet onderwijs)?

Zodra ik deze informatie heb, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Bedankt voor je input. Laten we de antwoorden voor **1.1 Aanleiding** samenvatten in een samenhangend beleidsstuk:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan een herziening om beter aan te sluiten bij onze strategische doelen, zoals meer regie op de keuze en digitalisering van leermiddelen, kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die deze vernieuwing noodzakelijk maken. Nieuwe landelijke richtlijnen en aanbestedingsplicht vereisen dat ons beleid wordt aangepast om te voldoen aan wettelijke eisen en om in te spelen op veranderende onderwijstrends.

Onze interne doelen richten zich op het verbeteren van de regie over leermiddelenkeuzes, het bevorderen van digitalisering binnen ons onderwijsaanbod, en het optimaliseren van kosten en gebruiksvriendelijkheid voor zowel docenten als leerlingen.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen? Zodra je bevestigt dat dit"
0.2,1.0,0.5,0.0,1,"Voordat we beginnen met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**, wil ik graag enkele basisgegevens van je school verzamelen om het beleid zo persoonlijk mogelijk te maken. 

- Wat is de naam en locatie van je school?
- Welk type onderwijs biedt je school aan (bijvoorbeeld basisonderwijs, voortgezet onderwijs, mbo)?

Zodra ik deze informatie heb, kunnen we verdergaan met de vragen voor 1.1 Aanleiding.","Bedankt voor je input. Laten we de antwoorden voor **1.1 Aanleiding** samenvoegen tot een samenhangend beleidsstuk:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan een herziening om beter aan te sluiten bij onze strategische doelen, zoals meer regie op de keuze en digitalisering van leermiddelen, kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die deze vernieuwing noodzakelijk maken. Nieuwe landelijke richtlijnen en aanbestedingsplichten vereisen dat ons leermiddelenbeleid wordt aangepast om te voldoen aan wettelijke eisen en om in te spelen op veranderende onderwijstrends.

Onze interne doelen richten zich op het verbeteren van de regie over de keuzeprocessen rondom leermiddelen, met een sterke focus op digitalisering. We streven naar een efficiëntere inzet van middelen die zowel kosteneffectief als gebruiksvriendelijk zijn.

---

Ben je tevreden met deze tekst? Wil je iets"
0.2,1.0,0.5,0.5,0,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over de school verzamelen. Dit helpt om het leermiddelenbeleid persoonlijker en relevanter te maken.

- Wat is de naam en locatie van de school?
- Welk type onderwijs wordt er gegeven?

Zodra ik deze informatie heb, kunnen we verdergaan met Hoofdstuk 1. Is dit correct? Ja/Nee","Bedankt voor je input. Laten we deze informatie verwerken in een samenhangende tekst voor paragraaf 1.1.

---

**1.1 Aanleiding**

De directe aanleiding voor het opstellen van een vernieuwd leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep wordt genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie op de keuze van leermiddelen, digitalisering, kostenbeheersing en gebruiksvriendelijkheid binnen onze school.

Daarnaast spelen externe factoren een belangrijke rol in deze vernieuwing. Nieuwe landelijke richtlijnen en de verplichting tot aanbesteding vragen om een herziening van ons huidige beleid. Deze veranderingen bieden ons de kans om strategische doelen te realiseren die aansluiten bij zowel interne als externe verwachtingen.

---

Ben je tevreden met deze tekst? Wil je aanpassen?"
0.2,1.0,0.5,0.5,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over de school verzamelen om het beleid zo persoonlijk mogelijk te maken. 

- Wat is de naam en locatie van de school?
- Welk type onderwijs biedt de school aan? (bijv. basisonderwijs, voortgezet onderwijs, mbo)

Zodra ik deze informatie heb, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Dank je voor de input. Laten we deze informatie verwerken in een samenhangend stuk voor paragraaf 1.1.

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep is genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie op de keuze en digitalisering van leermiddelen, evenals aandacht voor kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die bijdragen aan de noodzaak tot vernieuwing van het beleid. Nieuwe landelijke richtlijnen vereisen een herziening van onze aanpak, en er is sprake van een aanbestedingsplicht die invloed heeft op onze keuzes rondom leermiddelen.

Intern hebben we strategische doelen gesteld om meer controle te krijgen over de selectieprocessen en om verdere digitalisering te bevorderen. Dit alles moet leiden tot een efficiënter gebruik van middelen en betere ondersteuning van ons onderwijsproces.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen? Zodra je bevestigt dat dit naar wens is, kunnen we doorgaan naar paragraaf"
0.2,1.0,0.5,1.0,0,"Voordat we beginnen met het beantwoorden van de vragen, wil ik graag enkele basisgegevens over je school verzamelen. Dit helpt ons om een persoonlijker en relevanter leermiddelenbeleid op te stellen.

- Wat is de naam van de school?
- Waar is de school gevestigd (plaats)?
- Welk type onderwijs biedt de school aan?

Zodra we deze informatie hebben bevestigd, kunnen we verdergaan met Hoofdstuk 1: Aanleiding, reikwijdte en doel.","Bedankt voor je input. Laten we deze informatie verwerken in een samenhangend beleidsstuk voor paragraaf 1.1 Aanleiding.

---

**1.1 Aanleiding**

De directe aanleiding voor het opstellen van een vernieuwd leermiddelenbeleid is de evaluatie van ons huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep wordt genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie over de keuze en digitalisering van leermiddelen, evenals aandacht voor kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die vragen om een herziening van ons beleid. Nieuwe landelijke richtlijnen vereisen dat wij onze aanpak aanpassen om te voldoen aan actuele onderwijsstandaarden. Bovendien speelt de aanbestedingsplicht een rol in het noodzaken van dit vernieuwde beleid.

Intern hebben we strategische doelen gesteld die gericht zijn op het vergroten van de regie bij het kiezen van leermiddelen en het bevorderen van digitalisering binnen ons onderwijsaanbod. Het nieuwe beleid zal bijdragen aan een efficiëntere inzet van middelen, zowel financieel als didactisch.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen? Zodra"
0.2,1.0,0.5,1.0,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag bevestigen dat je klaar bent om te starten. Ook is het handig als je me eerst wat informatie geeft over de school:

- **Naam van de school:**
- **Locatie van de school:**
- **Type onderwijs (bijv. basisonderwijs, voortgezet onderwijs):**

Zodra ik deze gegevens heb en je bevestiging krijg, kunnen we verdergaan met het opstellen van het leermiddelenbeleid. Is dit correct? Ja/Nee","Dank je voor de input. Hier is een concepttekst voor **1.1 Aanleiding** op basis van jouw antwoorden:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep wordt genomen. Intern streven we ernaar om meer regie te krijgen over de keuze en digitalisering van onze leermiddelen, evenals het beheersen van kosten en verbeteren van gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die dit proces beïnvloeden. Nieuwe landelijke richtlijnen vereisen aanpassingen in ons beleid, en we moeten voldoen aan aanbestedingsplichten die invloed hebben op onze keuzes rondom leermiddelen.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen?"
0.2,1.0,1.0,0.0,0,"Voordat we beginnen met de inhoudelijke vragen, wil ik graag enkele basisgegevens van je ontvangen om het beleid zo goed mogelijk af te stemmen op jouw school. Kun je me de volgende informatie geven?

- De naam van de school
- De locatie van de school
- Het type onderwijs dat jullie aanbieden

Zodra ik deze gegevens heb, kunnen we verdergaan met Hoofdstuk 1: Aanleiding, reikwijdte en doel. Is dit correct? Ja/Nee","Bedankt voor je input. Laten we de antwoorden puntsgewijs structureren voor paragraaf 1.1:

### Hoofdstuk 1: Aanleiding, reikwijdte en doel

**1.1 Aanleiding**

- **Directe aanleiding:** Vernieuwing van het leermiddelenbeleid naar aanleiding van de evaluatie van het huidige beleid, met name gericht op de balans tussen digitale en papieren leermiddelen.
- **Externe factoren:** Nieuwe landelijke richtlijnen en aanbestedingsplicht die een herziening van het beleid noodzakelijk maken.
- **Interne doelen:** Versterken van regie op keuzeprocessen rondom leermiddelen, bevorderen van digitalisering, beheersing van kosten en verbetering in gebruiksvriendelijkheid.

Ben je tevreden met deze tekst? Wil je aanpassen?"
0.2,1.0,1.0,0.0,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over uw school verzamelen om het beleid zo persoonlijk mogelijk te maken. Kunt u me alstublieft de volgende informatie geven:

- **Naam van de school**
- **Locatie (stad/dorp)**
- **Type onderwijs (bijv. primair, voortgezet, speciaal)**

Zodra ik deze informatie heb ontvangen en bevestigd dat deze correct is, kunnen we verdergaan met Hoofdstuk 1: Aanleiding, reikwijdte en doel.","Bedankt voor je input. Voordat ik verderga met het verwerken van deze informatie, wil ik graag nog even de basisgegevens van de school controleren om ervoor te zorgen dat we een zo persoonlijk mogelijk beleid kunnen opstellen. Kunt u me alstublieft de volgende informatie geven:

- **Naam van de school**
- **Locatie (stad/dorp)**
- **Type onderwijs (bijv. primair, voortgezet, speciaal)**

Zodra ik deze gegevens heb ontvangen en bevestigd dat ze correct zijn, zal ik een samenhangend beleidsstuk voor paragraaf 1.1 Aanleiding opstellen en vragen of je tevreden bent met de tekst voordat we verdergaan naar het volgende onderdeel."
0.2,1.0,1.0,0.5,0,"Voordat we beginnen met het opstellen van het leermiddelenbeleid, is het belangrijk om enkele basisgegevens te verzamelen. Zou je de volgende informatie kunnen geven:

- Naam van de school
- Locatie van de school
- Type onderwijs (bijvoorbeeld basisonderwijs, voortgezet onderwijs)

Is dit correct? Ja/Nee

Zodra ik deze gegevens heb, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Bedankt voor je input. Laten we de informatie die je hebt gegeven verwerken in een samenhangend stuk voor **1.1 Aanleiding**:

---

**1.1 Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid is de evaluatie van het huidige beleid, waarbij met name de balans tussen digitale en papieren leermiddelen onder de loep wordt genomen. Deze evaluatie heeft aangetoond dat er behoefte is aan meer regie op zowel de keuze als digitalisering van leermiddelen, evenals op kostenbeheersing en gebruiksvriendelijkheid.

Daarnaast zijn er externe factoren die bijdragen aan deze herziening, zoals nieuwe landelijke richtlijnen en een aanbestedingsplicht waaraan wij moeten voldoen. Deze ontwikkelingen vragen om een aangepast beleid dat aansluit bij zowel interne strategische doelen als externe wettelijke eisen.

Met dit vernieuwde beleid streven we naar een verbeterde integratie van digitale middelen binnen ons onderwijsaanbod, terwijl we tegelijkertijd zorgen voor kostenefficiëntie en gebruiksgemak.

---

Ben je tevreden met deze tekst? Wil je iets aanpassen? Zodra ik jouw bevestiging heb ontvangen, kunnen we verdergaan naar 1.2 Reikwijdte."
0.2,1.0,1.0,0.5,1,"Voordat we beginnen met het invullen van de vragen, wil ik graag enkele basisgegevens over je school verzamelen. Dit helpt ons om een persoonlijker en relevanter leermiddelenbeleid op te stellen.

- Wat is de naam van je school?
- Waar is de school gevestigd (plaats)?
- Welk type onderwijs biedt jullie aan? Bijvoorbeeld basisonderwijs, voortgezet onderwijs, mbo, etc.

Zodra we deze informatie hebben bevestigd, kunnen we verdergaan met **Hoofdstuk 1: Aanleiding, reikwijdte en doel**.","Bedankt voor je input. Laten we de antwoorden puntsgewijs structureren en vervolgens een samenhangend beleidsstuk opstellen voor paragraaf 1.1.

**1.1 Aanleiding**

- **Directe aanleiding:** Vernieuwing van het leermiddelenbeleid is noodzakelijk vanwege de evaluatie van het huidige beleid, met name gericht op de balans tussen digitale en papieren leermiddelen.
- **Externe factoren:** Er zijn nieuwe landelijke richtlijnen en een aanbestedingsplicht die om aanpassing vragen.
- **Interne doelen:** Het beleid streeft naar meer regie over keuzeprocessen, digitalisering, kostenbeheersing en gebruiksvriendelijkheid.

Hier is een concepttekst voor deze paragraaf:

---

**Aanleiding**

De directe aanleiding voor het vernieuwen van ons leermiddelenbeleid komt voort uit de recente evaluatie van ons bestaande beleid. Deze evaluatie heeft aangetoond dat er behoefte is aan een betere balans tussen digitale en papieren leermiddelen om onze onderwijsdoelen effectiever te ondersteunen. Daarnaast spelen externe factoren zoals nieuwe landelijke richtlijnen en aanbestedingsplichten een cruciale rol in deze herziening.

Intern hebben we strategische doelen gesteld die gericht zijn"
